gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000069917	217.8339	-0.01737625	0.07465584	0.4428978	1
ENSMUSG00000069919	175.2018	0.004306143	0.0707968	0.8815954	1
ENSMUSG00000069920	44.84058	-0.007974879	0.0768444	0.6101099	1
ENSMUSG00000069939	21.10329	0.002661772	0.07853569	0.6648733	1
ENSMUSG00000069972	7.935491	0.00195267	0.07803051	0.8400015	1
ENSMUSG00000069986	0.1689285	0.0009536352	0.08402695	0.5514285	1
ENSMUSG00000069996	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000070000	530.453	-0.01153543	0.07184577	0.6754602	1
ENSMUSG00000070002	117.2677	0.0005070727	0.06941325	0.9867917	1
ENSMUSG00000070003	303.12	-0.02226223	0.06994824	0.4666938	1
ENSMUSG00000070025	1.584112	0.003063265	0.07983794	0.3292664	1
ENSMUSG00000070031	5.164004	0.0004758102	0.07858839	0.9312966	1
ENSMUSG00000070034	8.984407	-0.004737225	0.07832701	0.5509384	1
ENSMUSG00000070044	130.643	-0.04183678	0.07599523	0.07053684	1
ENSMUSG00000070047	1821.89	-0.003035878	0.06826156	0.924133	1
ENSMUSG00000070056	277.796	-0.002405326	0.07086891	0.9334244	1
ENSMUSG00000070063	2.032321	-0.003310875	0.07877343	0.4949073	1
ENSMUSG00000070072	0.9815495	0.001160096	0.08096356	0.5673491	1
ENSMUSG00000070101	0.2267729	-0.0001730044	0.08215822	0.9127082	1
ENSMUSG00000070166	0.05866477	-0.0004111374	0.08254069	0.793402	1
ENSMUSG00000070167	14.79628	-0.003174755	0.07830608	0.6879904	1
ENSMUSG00000070178	0.5485341	0	0.08222491	1	1
ENSMUSG00000070225	0.4399838	0	0.08222491	1	1
ENSMUSG00000070249	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000070271	2.0097	-0.0004484729	0.07893711	0.8978155	1
ENSMUSG00000070282	50.01709	-0.009402424	0.07700217	0.5349837	1
ENSMUSG00000070283	167.5912	0.02474962	0.07317688	0.3443418	1
ENSMUSG00000070284	58.89994	-0.03038511	0.07558855	0.1680658	1
ENSMUSG00000070287	81.68258	-0.007126635	0.07541417	0.7231752	1
ENSMUSG00000070291	0.8895328	-0.002298054	0.08018806	0.3916498	1
ENSMUSG00000070304	2035.855	-0.02302987	0.0699292	0.4523875	1
ENSMUSG00000070305	40.0135	0.01435542	0.07604015	0.4460081	1
ENSMUSG00000070306	6.014772	-0.000870319	0.07857979	0.8766514	1
ENSMUSG00000070313	0.1269719	-0.0006429131	0.08298749	0.6845931	1
ENSMUSG00000070315	32.45461	-0.03378883	0.07749793	0.06066261	1
ENSMUSG00000070319	228.949	-0.01684369	0.07205377	0.5397115	1
ENSMUSG00000070327	213.5456	-0.005622815	0.06751121	0.863139	1
ENSMUSG00000070330	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000070332	1.00838	-0.001734023	0.07905169	0.6172624	1
ENSMUSG00000070336	5.33815	-0.005730383	0.07824881	0.5054147	1
ENSMUSG00000070337	5.247177	-0.004365094	0.07835342	0.5712672	1
ENSMUSG00000070342	12.13615	0.006430421	0.07857213	0.3400916	1
ENSMUSG00000070343	20.74246	-0.002252941	0.07712588	0.8743283	1
ENSMUSG00000070345	11.94226	0.01206059	0.07834792	0.1986824	1
ENSMUSG00000070348	146.6704	-0.07346868	0.07588189	0.01199539	0.8811312
ENSMUSG00000070354	2.025687	-6.987551e-05	0.07879671	0.9863296	1
ENSMUSG00000070360	1.164985	-0.001381843	0.079798	0.5831619	1
ENSMUSG00000070366	15.31711	-0.004098754	0.07787057	0.7025077	1
ENSMUSG00000070368	1.09067	0.001121417	0.07968349	0.6540803	1
ENSMUSG00000070369	1.603481	0.0008050283	0.07880571	0.8438174	1
ENSMUSG00000070371	18.68374	0.01152315	0.07805371	0.2830099	1
ENSMUSG00000070372	350.1365	-0.04109898	0.07073502	0.1851844	1
ENSMUSG00000070388	0.2257615	-6.159345e-05	0.0820997	0.968876	1
ENSMUSG00000070390	8.105025	0.001243188	0.0781267	0.8905186	1
ENSMUSG00000070392	41.58311	0.003396367	0.07730813	0.8012552	1
ENSMUSG00000070394	105.4882	0.03798397	0.07272461	0.1778303	1
ENSMUSG00000070407	5.189389	0.002648768	0.07839681	0.7126033	1
ENSMUSG00000070419	0.05980673	0	0.08222491	1	1
ENSMUSG00000070420	66.72854	0.0001799745	0.07431023	0.9936767	1
ENSMUSG00000070421	1.067239	-0.0001201216	0.07934826	0.9633547	1
ENSMUSG00000070423	2.319528	-0.0003938381	0.07870567	0.9323749	1
ENSMUSG00000070424	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000070425	16.41488	0.003610468	0.07834025	0.6394564	1
ENSMUSG00000070426	188.8505	-0.02157012	0.07190136	0.4406792	1
ENSMUSG00000070427	25.3433	-0.002174358	0.07777099	0.8458411	1
ENSMUSG00000070436	51.24541	0.007973722	0.07473729	0.715468	1
ENSMUSG00000070443	2.294511	0.001215154	0.0786803	0.8037368	1
ENSMUSG00000070461	94.1685	0.002501339	0.07380668	0.9163395	1
ENSMUSG00000070462	265.0489	0.007414357	0.06732164	0.8212216	1
ENSMUSG00000070469	19.82168	0.01449762	0.07736426	0.3121286	1
ENSMUSG00000070471	7.116573	0.008393615	0.07817138	0.3773428	1
ENSMUSG00000070473	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000070476	402.6119	-0.02885071	0.0671864	0.390373	1
ENSMUSG00000070489	0.4886832	0.001483366	0.08333365	0.420194	1
ENSMUSG00000070490	1.520331	0.0001531565	0.07874533	0.972078	1
ENSMUSG00000070493	1035.903	0.01227187	0.06791577	0.7044807	1
ENSMUSG00000070495	0.3626966	0.0005472811	0.0818318	0.745522	1
ENSMUSG00000070498	1690.123	0.02713725	0.066225	0.428061	1
ENSMUSG00000070501	0.3464447	0.000973031	0.08410491	0.5437644	1
ENSMUSG00000070504	0.4610709	-0.001061157	0.08097074	0.5942861	1
ENSMUSG00000070509	110.4891	-0.004888737	0.07746535	0.7035906	1
ENSMUSG00000070520	139.0823	-0.03354767	0.06960099	0.289148	1
ENSMUSG00000070522	2.585875	-0.00246542	0.07889725	0.5494289	1
ENSMUSG00000070524	1.583879	-0.003912069	0.07997573	0.2499085	1
ENSMUSG00000070526	1.358888	-0.0001153916	0.07892556	0.9737791	1
ENSMUSG00000070527	7.09281	-0.004361613	0.07812533	0.6366806	1
ENSMUSG00000070532	36.01914	-0.04487548	0.07761836	0.0291302	1
ENSMUSG00000070544	536.9302	0.05517388	0.07230038	0.07236213	1
ENSMUSG00000070564	0.652964	0.002587337	0.08118306	0.3062984	1
ENSMUSG00000070565	808.8083	0.08071266	0.07128145	0.01937694	0.9428005
ENSMUSG00000070568	0.112619	0.0006894316	0.08317778	0.6625121	1
ENSMUSG00000070570	593.6508	0.006130049	0.07860845	0.3432593	1
ENSMUSG00000070572	0.5402527	-0.0007677704	0.0794396	0.7683505	1
ENSMUSG00000070574	0.7674792	0.0009556823	0.07920131	0.7467649	1
ENSMUSG00000070576	591.6371	0.01974877	0.0738572	0.4203874	1
ENSMUSG00000070577	0.4736844	0.0007700257	0.08059012	0.6995293	1
ENSMUSG00000070583	22.77308	-0.0215438	0.07696644	0.2029737	1
ENSMUSG00000070601	8.266585	0.007159058	0.07837793	0.3733412	1
ENSMUSG00000070604	7.642377	0.00166719	0.07801621	0.8642331	1
ENSMUSG00000070605	11.62824	0.00288111	0.07806455	0.7617887	1
ENSMUSG00000070610	14.50314	0.008636237	0.07718319	0.547761	1
ENSMUSG00000070632	25.27034	-0.01696173	0.07724442	0.2642091	1
ENSMUSG00000070637	6.57407	-0.00492243	0.07812028	0.5974718	1
ENSMUSG00000070639	935.7017	0.05850585	0.06797532	0.09337692	1
ENSMUSG00000070641	0.4135384	0.0009768709	0.08097433	0.6187512	1
ENSMUSG00000070643	36.8622	-0.009464945	0.07668433	0.562281	1
ENSMUSG00000070644	9.200476	-0.01741233	0.07899255	0.0546791	1
ENSMUSG00000070667	0.3657715	0.0003985019	0.08169655	0.8117914	1
ENSMUSG00000070683	2.653296	-0.001663206	0.07862979	0.7539353	1
ENSMUSG00000070687	58.72873	0.004835771	0.07632731	0.7797803	1
ENSMUSG00000070690	1.801692	0.008945932	0.08428775	0.04111651	1
ENSMUSG00000070691	0.477073	0.001213106	0.08527343	0.454768	1
ENSMUSG00000070692	0.5001281	-0.001140384	0.08082166	0.5787336	1
ENSMUSG00000070695	896.3581	-0.02302172	0.06472348	0.5117261	1
ENSMUSG00000070697	97.2139	-0.03419624	0.07501023	0.1513265	1
ENSMUSG00000070699	39.45462	-0.01622657	0.07485394	0.4627858	1
ENSMUSG00000070702	0.1750573	0	0.08222491	1	1
ENSMUSG00000070705	148.6371	-0.04406181	0.07008376	0.1680314	1
ENSMUSG00000070708	0.2896241	-0.0003678731	0.08230676	0.8167204	1
ENSMUSG00000070709	147.4009	0.05672883	0.07360848	0.05310292	1
ENSMUSG00000070713	34.95219	-0.004670394	0.07694004	0.7567951	1
ENSMUSG00000070717	1.392095	-0.001029908	0.07922106	0.7268103	1
ENSMUSG00000070720	37.34296	0.009231549	0.07735696	0.5002407	1
ENSMUSG00000070729	7.146667	-0.01249292	0.07812138	0.2384963	1
ENSMUSG00000070730	247.6397	-0.00780195	0.07222707	0.771205	1
ENSMUSG00000070732	0.3775171	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000070733	1062.257	0.001782156	0.07241156	0.9462267	1
ENSMUSG00000070737	19.58559	0.002436377	0.07724514	0.8592443	1
ENSMUSG00000070738	804.7139	0.03497116	0.06797367	0.2930922	1
ENSMUSG00000070777	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000070780	2.304368	-0.0005899901	0.0787013	0.8997352	1
ENSMUSG00000070794	0.2482775	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000070802	2334.226	-0.05918192	0.07614549	0.02413796	1
ENSMUSG00000070803	30.23705	-0.003654913	0.0780176	0.7104392	1
ENSMUSG00000070806	2.286371	0.002781538	0.07882607	0.5338925	1
ENSMUSG00000070808	61.45157	0.006902369	0.07810634	0.4745092	1
ENSMUSG00000070814	129.5338	-0.001031094	0.07282774	0.967988	1
ENSMUSG00000070822	284.8754	-0.02020187	0.07433485	0.3916238	1
ENSMUSG00000070823	93.71304	0.05607377	0.0740123	0.05083177	1
ENSMUSG00000070837	0.5451288	0.001772074	0.08072675	0.4433851	1
ENSMUSG00000070847	0.1722473	0.0007609946	0.0833737	0.6311781	1
ENSMUSG00000070858	63.87151	-0.0181632	0.07462828	0.4251151	1
ENSMUSG00000070866	235.2665	0.0323942	0.07481682	0.1764728	1
ENSMUSG00000070867	3.97204	0.001455725	0.07855606	0.803186	1
ENSMUSG00000070871	185.6648	0.03381605	0.07318458	0.2111221	1
ENSMUSG00000070873	0.7990255	0.0004723978	0.07922308	0.8672388	1
ENSMUSG00000070877	0.8041573	0.0006380299	0.0798847	0.7758876	1
ENSMUSG00000070880	3575.895	-0.01432319	0.06570791	0.6755256	1
ENSMUSG00000070883	11.95418	-0.0001711025	0.07805433	0.9856063	1
ENSMUSG00000070891	2.895741	0.005137372	0.07880296	0.3348927	1
ENSMUSG00000070900	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000070923	1382.95	0.03420408	0.06965158	0.2797047	1
ENSMUSG00000070933	0.1740924	0	0.08222491	1	1
ENSMUSG00000070934	350.2213	-0.001734175	0.06837505	0.9564536	1
ENSMUSG00000070939	337.5832	-0.009767612	0.0686951	0.7566871	1
ENSMUSG00000070942	9.407682	-0.0001627339	0.07793109	0.9873193	1
ENSMUSG00000070953	85.793	-0.004224431	0.07070697	0.8843085	1
ENSMUSG00000070960	0.2241919	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000070972	32.37047	0.001556598	0.07614421	0.9303725	1
ENSMUSG00000070980	0.4461726	-0.00086584	0.08175291	0.6283239	1
ENSMUSG00000070985	0.34269	-0.00073446	0.08211871	0.6655888	1
ENSMUSG00000070990	1.07605	-0.002574512	0.08125846	0.3050105	1
ENSMUSG00000070997	5.097798	0.006679779	0.07823499	0.4497181	1
ENSMUSG00000070999	0.1605334	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000071001	3.596829	-0.002443685	0.07860965	0.6610685	1
ENSMUSG00000071005	0.3983073	-0.001009394	0.08412062	0.531711	1
ENSMUSG00000071014	194.8732	0.03731424	0.07355673	0.1645282	1
ENSMUSG00000071015	7.361804	0.006620605	0.07819111	0.4668433	1
ENSMUSG00000071033	8.478539	-0.0009322781	0.07889562	0.8017207	1
ENSMUSG00000071035	8.215959	-0.004704591	0.0781035	0.6169013	1
ENSMUSG00000071036	1.216682	0	0.08022689	1	1
ENSMUSG00000071037	29.07017	-0.003223967	0.07659963	0.8432522	1
ENSMUSG00000071040	0.07489147	0	0.08222491	1	1
ENSMUSG00000071041	6.62055	0.0006159566	0.07784505	0.9542619	1
ENSMUSG00000071042	109.4874	-0.02196077	0.07538867	0.3044439	1
ENSMUSG00000071052	1.108491	0.0004067916	0.07878567	0.9219438	1
ENSMUSG00000071054	506.7743	-0.02678603	0.07013222	0.381805	1
ENSMUSG00000071064	563.1917	0.02542024	0.0722429	0.3593702	1
ENSMUSG00000071068	1.983619	-0.005657297	0.07890866	0.2763514	1
ENSMUSG00000071072	679.4129	-0.01893179	0.06608737	0.5783209	1
ENSMUSG00000071073	90.48331	-0.02845512	0.07376927	0.2641363	1
ENSMUSG00000071074	153.2744	-0.01339778	0.07356209	0.586961	1
ENSMUSG00000071076	456.0024	-0.09281791	0.07274987	0.007623826	0.7936462
ENSMUSG00000071078	26.80997	-0.0003825144	0.07757464	0.9749252	1
ENSMUSG00000071083	9.180392	0.01011913	0.07805697	0.3328586	1
ENSMUSG00000071084	0.1269719	-0.0006429131	0.08298749	0.6845931	1
ENSMUSG00000071089	0.3285422	0	0.08222491	1	1
ENSMUSG00000071102	0.2086599	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000071103	50.70467	0.0004501746	0.07607148	0.9800894	1
ENSMUSG00000071104	6.881051	0.006059497	0.07814627	0.5144914	1
ENSMUSG00000071112	7.087157	-0.02284708	0.08079507	0.01384635	0.8977532
ENSMUSG00000071113	0.3417324	-0.000593209	0.08200362	0.723154	1
ENSMUSG00000071141	0.1050006	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000071151	0.6095217	0.002159243	0.08016404	0.4130064	1
ENSMUSG00000071172	1130.129	-0.005841039	0.07078085	0.8401231	1
ENSMUSG00000071176	518.0438	-0.01929871	0.07053731	0.5161288	1
ENSMUSG00000071180	227.2275	0.00511894	0.07229647	0.8477152	1
ENSMUSG00000071181	7.273458	0.0008844934	0.07833561	0.9066637	1
ENSMUSG00000071192	4.853703	-0.005959429	0.07865361	0.3361943	1
ENSMUSG00000071195	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000071202	1.383474	0.0001601698	0.07906788	0.9587634	1
ENSMUSG00000071203	9.29528	0.001809831	0.07781866	0.8682522	1
ENSMUSG00000071226	51.04774	-0.004706427	0.07599831	0.7975013	1
ENSMUSG00000071229	0.2348641	0	0.08222491	1	1
ENSMUSG00000071234	372.9921	0.02073195	0.0760979	0.2850751	1
ENSMUSG00000071235	2.48655	-0.002161486	0.07850338	0.7325481	1
ENSMUSG00000071252	188.6864	0.03472245	0.07298649	0.2058813	1
ENSMUSG00000071253	251.1299	0.02211461	0.07177286	0.432907	1
ENSMUSG00000071256	56.85776	-0.009906715	0.0749392	0.6445667	1
ENSMUSG00000071262	0.2199919	0	0.08222491	1	1
ENSMUSG00000071265	288.0231	-0.008491559	0.06915921	0.7841428	1
ENSMUSG00000071266	100.9524	0.04771161	0.07469257	0.07130442	1
ENSMUSG00000071267	212.1554	0.1044178	0.07974611	0.001086217	0.4514273
ENSMUSG00000071273	0.06348594	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000071281	114.6102	-0.00684276	0.07290483	0.7895483	1
ENSMUSG00000071291	65.67384	0.04226565	0.07488047	0.09466864	1
ENSMUSG00000071302	220.5338	0.07401771	0.06943753	0.03529989	1
ENSMUSG00000071303	1.182139	0.002921119	0.07951123	0.3760313	1
ENSMUSG00000071317	8.696327	-0.01764805	0.07894325	0.05599001	1
ENSMUSG00000071322	0.5245943	0.0009903632	0.08043789	0.6386837	1
ENSMUSG00000071324	64.90625	2.124577e-05	0.07408412	0.9992696	1
ENSMUSG00000071332	1.773548	-1.070448e-06	0.07943138	0.9996604	1
ENSMUSG00000071335	0.9599576	-0.0002173759	0.07964248	0.9257127	1
ENSMUSG00000071337	1107.765	0.01749553	0.06632274	0.6051916	1
ENSMUSG00000071340	0.8227665	0.001972125	0.08060283	0.4154827	1
ENSMUSG00000071341	60.9526	-0.001221776	0.07726099	0.9286508	1
ENSMUSG00000071342	1.928189	0.00222964	0.0794407	0.4712251	1
ENSMUSG00000071343	2.27129	-0.00325203	0.07864146	0.5564601	1
ENSMUSG00000071347	1.443697	-0.002906326	0.07920608	0.4219558	1
ENSMUSG00000071350	57.71476	0.02857258	0.07354476	0.2698141	1
ENSMUSG00000071356	0.3045646	-0.0007926635	0.08339965	0.6187465	1
ENSMUSG00000071359	420.7866	-0.008344599	0.0645443	0.8110046	1
ENSMUSG00000071362	1.012365	-0.0006115696	0.07890538	0.8660206	1
ENSMUSG00000071369	367.1964	-0.002326759	0.06564635	0.9456212	1
ENSMUSG00000071379	165.4814	-0.05031704	0.07978375	0.00733756	0.7728321
ENSMUSG00000071392	1.265255	-0.0002226802	0.07911119	0.9409213	1
ENSMUSG00000071398	4.186339	8.021121e-06	0.07858391	0.9988461	1
ENSMUSG00000071414	0.8589465	-0.003283152	0.08117391	0.2408955	1
ENSMUSG00000071415	1004.113	-0.006677037	0.07308964	0.7918128	1
ENSMUSG00000071419	1.494271	0.00171404	0.07873716	0.7103642	1
ENSMUSG00000071424	537.0347	0.05921105	0.07407883	0.04179316	1
ENSMUSG00000071434	0.1026635	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000071451	25.60799	-0.004342293	0.07724333	0.7533234	1
ENSMUSG00000071454	1043.852	0.1048779	0.06593681	0.007050988	0.7667021
ENSMUSG00000071456	82.10188	-0.0005541201	0.07330984	0.9821692	1
ENSMUSG00000071477	162.4937	-0.02010388	0.07302114	0.4407437	1
ENSMUSG00000071478	18.33092	0.002338096	0.07829284	0.7681787	1
ENSMUSG00000071489	2.163538	-0.002486954	0.07884861	0.5625185	1
ENSMUSG00000071491	0.06348594	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000071497	18.10619	-0.01246106	0.07879241	0.1115553	1
ENSMUSG00000071510	0.4399838	0	0.08222491	1	1
ENSMUSG00000071516	7.033557	-0.0007212723	0.07829367	0.9268175	1
ENSMUSG00000071522	1.050344	0	0.08222491	1	1
ENSMUSG00000071528	371.2707	-0.004740102	0.07263703	0.8557187	1
ENSMUSG00000071531	9.555972	-0.01080372	0.0783134	0.2420751	1
ENSMUSG00000071532	13.89988	-0.0008809574	0.07815381	0.920635	1
ENSMUSG00000071533	907.3436	0.006164518	0.06612672	0.8552058	1
ENSMUSG00000071537	1.162847	-0.002008402	0.07931968	0.5221238	1
ENSMUSG00000071540	1.756548	-0.003391316	0.07907316	0.3983281	1
ENSMUSG00000071547	16.18469	0.01342222	0.07751834	0.3217778	1
ENSMUSG00000071550	88.63259	-0.005421997	0.07696881	0.7178205	1
ENSMUSG00000071551	0.4580667	-0.0007292277	0.08047388	0.7179165	1
ENSMUSG00000071553	8.068026	0.002439017	0.07835251	0.7451197	1
ENSMUSG00000071567	246.8174	0.07041751	0.07589035	0.01410916	0.8996597
ENSMUSG00000071568	0.4016149	0.0002804936	0.08133883	0.8699949	1
ENSMUSG00000071573	7.207631	0.004894389	0.0781715	0.5863444	1
ENSMUSG00000071586	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000071591	0.2993522	-0.0009358325	0.08389729	0.5594889	1
ENSMUSG00000071604	60.21978	-0.01786345	0.07551956	0.3861487	1
ENSMUSG00000071632	56.75769	-0.01908956	0.0750145	0.3850134	1
ENSMUSG00000071633	0.59852	-3.998599e-05	0.07963102	0.9863154	1
ENSMUSG00000071636	43.03754	0.03860268	0.07708336	0.05550536	1
ENSMUSG00000071637	10.05254	-0.00707752	0.07802492	0.4855728	1
ENSMUSG00000071640	0.295646	-0.0005703004	0.08105868	0.7547557	1
ENSMUSG00000071644	1475.559	-0.04593129	0.06479207	0.201636	1
ENSMUSG00000071645	155.6708	0.01422896	0.073027	0.5798825	1
ENSMUSG00000071646	266.2668	-0.01107461	0.06828181	0.7290718	1
ENSMUSG00000071647	37.52266	-0.005107184	0.07538796	0.7996	1
ENSMUSG00000071648	18.42981	0.006766064	0.07745654	0.6033848	1
ENSMUSG00000071649	295.644	-0.01458243	0.07091088	0.6153385	1
ENSMUSG00000071650	656.6899	-0.07014554	0.06393762	0.06191057	1
ENSMUSG00000071652	119.4859	0.004390602	0.07263871	0.8662089	1
ENSMUSG00000071653	48.65704	0.00310199	0.07762924	0.7953584	1
ENSMUSG00000071654	56.08032	-0.01663075	0.07634812	0.3596528	1
ENSMUSG00000071655	202.5821	-0.02057646	0.0754303	0.3300537	1
ENSMUSG00000071656	3.716512	-0.009407565	0.07888445	0.1519775	1
ENSMUSG00000071657	342.6324	-0.03525719	0.06800985	0.2889626	1
ENSMUSG00000071658	259.5643	-0.03114699	0.07602883	0.1407422	1
ENSMUSG00000071659	929.3046	-6.23638e-05	0.072987	0.9980411	1
ENSMUSG00000071660	192.8245	-0.003265222	0.06901194	0.9163661	1
ENSMUSG00000071661	33.57974	0.00214694	0.07575499	0.9101086	1
ENSMUSG00000071662	196.006	-0.01137238	0.07390264	0.6338763	1
ENSMUSG00000071665	11.65805	-0.008161122	0.0782376	0.3687856	1
ENSMUSG00000071669	149.6131	0.009144241	0.07336302	0.7129581	1
ENSMUSG00000071671	0.9149054	-0.003274253	0.08257343	0.2065428	1
ENSMUSG00000071679	16.07675	0.01197477	0.07740437	0.3861529	1
ENSMUSG00000071691	20.27005	0.003698423	0.07769762	0.750664	1
ENSMUSG00000071708	689.9236	0.00989639	0.06505075	0.7748073	1
ENSMUSG00000071711	76.77965	-0.001372096	0.07552036	0.9444174	1
ENSMUSG00000071713	6.990116	0.0109029	0.07858278	0.1732452	1
ENSMUSG00000071714	1.840002	-0.0008637503	0.07886828	0.820574	1
ENSMUSG00000071715	4.616964	-0.001967753	0.07848356	0.7606306	1
ENSMUSG00000071716	0.196948	0.0005739978	0.08290923	0.7148977	1
ENSMUSG00000071719	74.21072	-0.02027188	0.07412762	0.3985835	1
ENSMUSG00000071722	9.871519	-0.004135017	0.07817299	0.6424208	1
ENSMUSG00000071723	200.4201	-0.03885116	0.07286287	0.1665406	1
ENSMUSG00000071724	1.61203	-0.005031213	0.08019714	0.1772386	1
ENSMUSG00000071745	8.984759	-0.0005918834	0.07867949	0.9025466	1
ENSMUSG00000071748	132.9165	0.05638582	0.07666664	0.02354022	1
ENSMUSG00000071753	327.9379	0.04528555	0.07852376	0.01721895	0.9222387
ENSMUSG00000071757	143.9087	0.01876011	0.06990262	0.5381157	1
ENSMUSG00000071793	454.2406	0.01021089	0.0739567	0.6667374	1
ENSMUSG00000071796	386.4536	0.006557406	0.07617593	0.7135004	1
ENSMUSG00000071847	66.35362	0.02238752	0.07386626	0.3650096	1
ENSMUSG00000071855	76.90467	0.002333003	0.07611615	0.8963893	1
ENSMUSG00000071856	148.3183	0.02286635	0.07544784	0.2841106	1
ENSMUSG00000071860	93.80067	0.01512555	0.07459665	0.5034266	1
ENSMUSG00000071862	512.5496	0.07492226	0.07269135	0.02200262	0.980211
ENSMUSG00000071866	3009.211	0.008160716	0.07278541	0.752584	1
ENSMUSG00000071867	0.745782	0.0002632953	0.07920415	0.9259466	1
ENSMUSG00000071890	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000071893	0.3488426	-0.0009657379	0.08091806	0.6243221	1
ENSMUSG00000071937	0.2199919	0	0.08222491	1	1
ENSMUSG00000071984	59.70295	-0.0009514315	0.07734312	0.9428604	1
ENSMUSG00000072066	23.66033	0.007357307	0.07700715	0.6231357	1
ENSMUSG00000072082	28.30641	-0.006976682	0.07747527	0.5902057	1
ENSMUSG00000072109	0.262392	0.0004509295	0.0811014	0.8010854	1
ENSMUSG00000072115	7.357685	-0.0008870346	0.07813376	0.9212815	1
ENSMUSG00000072214	1737.653	-0.01495669	0.06916837	0.6312047	1
ENSMUSG00000072235	4087.776	0.01012091	0.07051425	0.7306779	1
ENSMUSG00000072244	1.029585	0.0009349694	0.07966021	0.7041136	1
ENSMUSG00000072255	0.1014145	-0.0006228618	0.08293958	0.6936994	1
ENSMUSG00000072258	70.92122	-0.02660513	0.07326574	0.3096216	1
ENSMUSG00000072294	105.2034	-0.02923963	0.07155887	0.3135039	1
ENSMUSG00000072295	0.2069133	-4.932469e-05	0.0821648	0.9749383	1
ENSMUSG00000072381	0.1372621	-0.000137334	0.08223685	0.9301046	1
ENSMUSG00000072387	0.2163415	-0.000839712	0.08355029	0.5988806	1
ENSMUSG00000072407	0.3209214	0.0007976971	0.07979399	0.7325858	1
ENSMUSG00000072421	1.313087	0.006992409	0.09216662	0.03936825	1
ENSMUSG00000072423	0.1468529	0	0.08222491	1	1
ENSMUSG00000072432	0.6493242	0.001255332	0.08552067	0.4402686	1
ENSMUSG00000072437	295.4442	0.02542002	0.06647501	0.4545663	1
ENSMUSG00000072460	0.2528064	-0.0005508566	0.08278409	0.7268778	1
ENSMUSG00000072473	0.4496435	0.001717609	0.0837288	0.3656783	1
ENSMUSG00000072476	0.05444717	0	0.08222491	1	1
ENSMUSG00000072487	3.925986	0.002326136	0.07850051	0.7148093	1
ENSMUSG00000072492	0.1039539	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000072494	32.38338	0.00871311	0.07730349	0.5299228	1
ENSMUSG00000072501	511.5151	0.1067537	0.077142	0.001556828	0.5156873
ENSMUSG00000072511	0.2591098	0.0008068264	0.08350979	0.6116227	1
ENSMUSG00000072553	0.1282492	-0.0007232926	0.08319964	0.6487104	1
ENSMUSG00000072568	63.09794	0.002005752	0.07599914	0.9126172	1
ENSMUSG00000072571	2.874923	-0.0006429127	0.08298748	0.6845933	1
ENSMUSG00000072572	51.13096	-0.02412489	0.07600449	0.2302766	1
ENSMUSG00000072573	0.4334491	-0.001180522	0.08086327	0.5662526	1
ENSMUSG00000072582	98.58151	0.002084299	0.07610713	0.907509	1
ENSMUSG00000072584	0.9511101	0.0001056051	0.08084969	0.9532594	1
ENSMUSG00000072591	5.340209	0.004652869	0.07842181	0.5226958	1
ENSMUSG00000072592	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000072594	2.390469	-0.0006696092	0.07853367	0.9106566	1
ENSMUSG00000072596	0.2003313	-0.0009819332	0.08408319	0.5411839	1
ENSMUSG00000072612	1.114158	-0.0002823897	0.07891757	0.9365486	1
ENSMUSG00000072616	0.1196135	0	0.08222491	1	1
ENSMUSG00000072618	2.367588	-0.002044318	0.0788309	0.6293109	1
ENSMUSG00000072620	5.131912	0.0008197554	0.07845177	0.9016803	1
ENSMUSG00000072621	0.5888865	0.001179498	0.08061917	0.577899	1
ENSMUSG00000072623	139.3294	-0.08879035	0.07368235	0.008256019	0.8027973
ENSMUSG00000072625	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000072640	488.3789	-0.0164069	0.07202848	0.5505155	1
ENSMUSG00000072647	115.8976	-0.01222011	0.0743675	0.5940915	1
