gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000027327	395.0286	0.006267413	0.07214275	0.8159799	1
ENSMUSG00000027329	37.13731	0.01314146	0.07557214	0.5122135	1
ENSMUSG00000027330	87.98167	-0.0003261515	0.07512649	0.9874515	1
ENSMUSG00000027331	6.258657	0.02544327	0.0804172	0.01312786	0.8811312
ENSMUSG00000027332	467.5001	-0.05999803	0.06748614	0.08915757	1
ENSMUSG00000027333	154.153	-0.0032197	0.07205105	0.9051915	1
ENSMUSG00000027335	3.230482	0.001185076	0.07849576	0.8508	1
ENSMUSG00000027338	0.5984962	-0.001648952	0.08848296	0.3224386	1
ENSMUSG00000027339	447.7464	-0.02792115	0.07145919	0.33639	1
ENSMUSG00000027340	1051.439	0.002762031	0.05855568	0.9408956	1
ENSMUSG00000027341	97.80067	-0.01856107	0.07427618	0.4309146	1
ENSMUSG00000027342	219.2346	0.03506503	0.07103448	0.2448837	1
ENSMUSG00000027344	7.092683	-0.009451422	0.07856589	0.21581	1
ENSMUSG00000027346	877.9942	0.08177697	0.07402795	0.01159495	0.874034
ENSMUSG00000027347	3410.013	0.02526971	0.07378446	0.3147183	1
ENSMUSG00000027349	121.4258	0.03660373	0.07629615	0.08883123	1
ENSMUSG00000027350	808.7637	-0.02701341	0.07653939	0.15813	1
ENSMUSG00000027351	1879.483	0.06403432	0.06652469	0.07629374	1
ENSMUSG00000027353	46.66092	0.02230458	0.07537032	0.2988364	1
ENSMUSG00000027355	7.751933	-0.01781399	0.07919316	0.0447316	1
ENSMUSG00000027356	0.2199919	0	0.08222491	1	1
ENSMUSG00000027357	132.3937	0.02803753	0.0744582	0.2453007	1
ENSMUSG00000027358	25.25692	0.00100097	0.07737419	0.9392455	1
ENSMUSG00000027359	77.87308	0.0139689	0.07372446	0.5665958	1
ENSMUSG00000027360	6.632916	-0.0007232217	0.07823354	0.9304612	1
ENSMUSG00000027361	114.7869	0.02458254	0.07406999	0.3161845	1
ENSMUSG00000027363	460.2025	-0.08225833	0.06193233	0.03324428	1
ENSMUSG00000027364	26.71318	0.002200642	0.07702872	0.8805499	1
ENSMUSG00000027365	646.5606	0.1127715	0.06788067	0.003710818	0.660034
ENSMUSG00000027366	530.6882	0.04753833	0.0660268	0.1790553	1
ENSMUSG00000027367	782.5931	-0.01813636	0.06365784	0.6100732	1
ENSMUSG00000027368	6.773856	-0.00131977	0.0783927	0.8530151	1
ENSMUSG00000027371	76.60135	0.009067122	0.07378809	0.7057265	1
ENSMUSG00000027374	235.4577	-0.04222637	0.0723435	0.1478088	1
ENSMUSG00000027375	2652.816	0.01645876	0.06993109	0.5875092	1
ENSMUSG00000027376	2.120307	0.004554345	0.07869678	0.4139676	1
ENSMUSG00000027377	1.070309	0.000511777	0.07874427	0.9073936	1
ENSMUSG00000027378	90.76135	-0.03649265	0.07472695	0.1396881	1
ENSMUSG00000027379	2.272386	0.01178123	0.08072214	0.04485711	1
ENSMUSG00000027381	37.02612	-0.007980729	0.07662168	0.6275196	1
ENSMUSG00000027384	132.7995	-0.004498136	0.07250679	0.8641512	1
ENSMUSG00000027386	7.016133	0.00275584	0.07835155	0.7146427	1
ENSMUSG00000027387	23.54516	0.01989914	0.07695136	0.2332447	1
ENSMUSG00000027394	444.5944	0.008466865	0.07185038	0.7577362	1
ENSMUSG00000027395	137.8688	-0.004838516	0.07080146	0.8670872	1
ENSMUSG00000027397	777.0617	-0.00644895	0.07182079	0.8142452	1
ENSMUSG00000027398	0.4647452	-0.0004569189	0.08117591	0.7969466	1
ENSMUSG00000027399	7.530143	0.0003291205	0.07836272	0.9641644	1
ENSMUSG00000027400	1213.04	-0.001051245	0.07379422	0.9648083	1
ENSMUSG00000027401	2.927493	-0.001973516	0.07891729	0.6128517	1
ENSMUSG00000027403	0.3649948	0.000401759	0.08166069	0.8109592	1
ENSMUSG00000027404	247.4748	0.02071575	0.06994631	0.4971561	1
ENSMUSG00000027405	523.454	-0.06237076	0.07179281	0.05185015	1
ENSMUSG00000027406	821.9643	-0.007776741	0.07070043	0.7892753	1
ENSMUSG00000027408	30.48332	-0.003361733	0.07652103	0.8393869	1
ENSMUSG00000027411	323.1006	-0.03703717	0.0659695	0.2879907	1
ENSMUSG00000027412	3.293904	-0.007347803	0.07873394	0.2437376	1
ENSMUSG00000027419	1991.068	0.04465002	0.07527342	0.0738924	1
ENSMUSG00000027420	3.138374	0.0004249972	0.07860851	0.9367782	1
ENSMUSG00000027422	252.1252	-0.04129246	0.07508605	0.0954841	1
ENSMUSG00000027423	567.6225	0.01104947	0.06674212	0.7405049	1
ENSMUSG00000027424	24.91214	-0.002965698	0.07700032	0.8409536	1
ENSMUSG00000027425	156.4018	-0.03997606	0.07011054	0.2058066	1
ENSMUSG00000027427	230.5469	-0.02078681	0.0660776	0.542404	1
ENSMUSG00000027428	155.4122	-0.01298673	0.07019929	0.6639319	1
ENSMUSG00000027429	279.4289	-0.03095638	0.06808197	0.3473802	1
ENSMUSG00000027430	264.859	-0.03938381	0.0708799	0.1996136	1
ENSMUSG00000027431	0.8283535	0.004421053	0.08611645	0.1083305	1
ENSMUSG00000027433	491.077	0.03843438	0.06862931	0.2428873	1
ENSMUSG00000027434	21.83898	-0.01606116	0.07754687	0.2469638	1
ENSMUSG00000027435	52.07056	-0.0183316	0.07656857	0.3000442	1
ENSMUSG00000027438	2533.476	-0.0203679	0.07304238	0.4344475	1
ENSMUSG00000027439	344.8596	-0.01477798	0.06570998	0.6659143	1
ENSMUSG00000027444	0.08704619	0	0.08222491	1	1
ENSMUSG00000027446	0.1750573	0	0.08222491	1	1
ENSMUSG00000027447	4302.494	0.02164424	0.07188201	0.4396575	1
ENSMUSG00000027452	156.5783	-0.02499258	0.07185133	0.3768591	1
ENSMUSG00000027454	5.24338	-1.724744e-05	0.07841305	0.9980142	1
ENSMUSG00000027455	352.7793	-0.00936976	0.07225806	0.7268544	1
ENSMUSG00000027456	8.26962	0.0002031359	0.0782328	0.9804425	1
ENSMUSG00000027457	1306.908	0.006172684	0.07025712	0.8350879	1
ENSMUSG00000027459	15.19472	-0.02804539	0.07799732	0.06368408	1
ENSMUSG00000027460	0.5859808	-0.001452435	0.08025542	0.5336207	1
ENSMUSG00000027463	7.908345	-0.005082682	0.07798402	0.6169382	1
ENSMUSG00000027465	473.2127	0.04424223	0.07290801	0.1224199	1
ENSMUSG00000027466	594.6694	0.03546889	0.07348861	0.1846552	1
ENSMUSG00000027469	10.70477	-0.00169087	0.07780704	0.8775203	1
ENSMUSG00000027472	226.9611	-0.006366379	0.07079848	0.8258744	1
ENSMUSG00000027474	9.778368	-0.004689046	0.07791374	0.6561579	1
ENSMUSG00000027475	536.2798	0.01095374	0.06049076	0.7658954	1
ENSMUSG00000027478	3.279865	-0.001717458	0.07850664	0.7836246	1
ENSMUSG00000027479	579.1493	0.01888712	0.05790783	0.6143262	1
ENSMUSG00000027481	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000027484	0.2254461	-0.0008884528	0.08371953	0.578702	1
ENSMUSG00000027485	0.2628487	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000027487	61.15883	-0.01103968	0.07442076	0.6274647	1
ENSMUSG00000027488	117.1595	-0.04148111	0.07361386	0.128236	1
ENSMUSG00000027489	53.42982	-0.005043856	0.07777124	0.6564835	1
ENSMUSG00000027490	24.71521	0.008608254	0.07703963	0.5645048	1
ENSMUSG00000027495	166.4751	0.00513701	0.07283792	0.841699	1
ENSMUSG00000027496	6.10509	-0.003681502	0.07841116	0.6094266	1
ENSMUSG00000027498	141.4229	0.02448815	0.07293171	0.3566351	1
ENSMUSG00000027499	1725.501	0.02431846	0.07232352	0.3770033	1
ENSMUSG00000027500	496.5381	-0.02949328	0.07691737	0.1124253	1
ENSMUSG00000027502	307.526	-0.008150879	0.07054049	0.7810145	1
ENSMUSG00000027505	0.4945353	0.001444897	0.08328932	0.429627	1
ENSMUSG00000027506	315.2706	0.02948533	0.06531976	0.3987334	1
ENSMUSG00000027508	317.8318	0.01668669	0.06864955	0.5993372	1
ENSMUSG00000027509	201.8918	-0.01070867	0.06922216	0.7295736	1
ENSMUSG00000027510	9.659183	-0.002933968	0.07808383	0.75459	1
ENSMUSG00000027513	0.1940552	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000027514	0.8136482	0.0005310428	0.07996647	0.8070084	1
ENSMUSG00000027518	0.1963774	0.0005903131	0.08294385	0.7073598	1
ENSMUSG00000027519	427.2058	-0.02144301	0.06555002	0.5343922	1
ENSMUSG00000027520	1020.408	0.007542783	0.07536568	0.709776	1
ENSMUSG00000027522	545.2926	-0.1043271	0.07437509	0.002933703	0.5816755
ENSMUSG00000027523	2657.175	-0.0492745	0.0766268	0.03558795	1
ENSMUSG00000027524	24.98115	-0.007139206	0.07705756	0.6285271	1
ENSMUSG00000027525	841.256	0.008378142	0.06594878	0.8050306	1
ENSMUSG00000027531	451.1555	0.03212514	0.06943927	0.3111879	1
ENSMUSG00000027533	369.6197	0.02212138	0.07327491	0.3909138	1
ENSMUSG00000027534	206.8139	-0.006775925	0.07003507	0.8209554	1
ENSMUSG00000027536	6.44557	-0.0002318278	0.0788299	0.9527663	1
ENSMUSG00000027540	218.8292	0.0434482	0.07258695	0.1338961	1
ENSMUSG00000027544	116.3385	0.01133328	0.07611605	0.5367767	1
ENSMUSG00000027546	2468.894	-0.05478164	0.06129994	0.1456125	1
ENSMUSG00000027547	1.146052	-0.002458257	0.07915048	0.4868726	1
ENSMUSG00000027550	233.6269	0.01117073	0.07304861	0.6616135	1
ENSMUSG00000027551	112.2023	-0.0044144	0.07342392	0.8576462	1
ENSMUSG00000027552	65.0127	-0.004945337	0.07284758	0.8474092	1
ENSMUSG00000027555	5.621202	0.005650777	0.07829752	0.4947379	1
ENSMUSG00000027556	0.1907559	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000027559	1.81521	0.0008429896	0.07925237	0.7676673	1
ENSMUSG00000027560	54.96613	0.007525786	0.07542056	0.7083599	1
ENSMUSG00000027562	1043.413	-0.01784066	0.06955555	0.5628418	1
ENSMUSG00000027566	347.6533	0.04444974	0.07005959	0.1650704	1
ENSMUSG00000027568	18.14725	-0.01041486	0.07856224	0.1896684	1
ENSMUSG00000027569	137.5361	-0.02122558	0.07378642	0.3914465	1
ENSMUSG00000027570	72.26382	-0.02891357	0.07534582	0.1962691	1
ENSMUSG00000027573	210.2748	0.006947294	0.06634296	0.8363017	1
ENSMUSG00000027574	88.10362	-0.003211218	0.0745089	0.8853965	1
ENSMUSG00000027575	519.3591	-0.0360676	0.06662456	0.2939442	1
ENSMUSG00000027577	82.47502	0.01214901	0.07733275	0.3901593	1
ENSMUSG00000027579	2.527151	-0.002655484	0.07871765	0.590971	1
ENSMUSG00000027580	40.2716	0.005850094	0.0771314	0.6839745	1
ENSMUSG00000027581	1069.409	-0.0132577	0.07328356	0.598608	1
ENSMUSG00000027582	556.7156	-0.04716845	0.0666495	0.1774423	1
ENSMUSG00000027583	78.04182	-0.009615852	0.07489199	0.6558215	1
ENSMUSG00000027584	320.96	-0.0328753	0.07471269	0.1749409	1
ENSMUSG00000027589	593.2741	0.02613589	0.07075132	0.3811162	1
ENSMUSG00000027593	324.5114	0.02648868	0.06925803	0.4014626	1
ENSMUSG00000027597	272.2742	0.01319523	0.06842523	0.6789747	1
ENSMUSG00000027598	681.1037	0.05200416	0.062838	0.1607593	1
ENSMUSG00000027599	547.5879	0.05484334	0.0688678	0.1060859	1
ENSMUSG00000027601	36.24072	-0.002252678	0.07566703	0.9069557	1
ENSMUSG00000027602	352.535	-0.02825728	0.07081041	0.3447822	1
ENSMUSG00000027603	426.6876	0.02611631	0.06747306	0.4319045	1
ENSMUSG00000027605	226.484	-0.01785543	0.0695048	0.5632505	1
ENSMUSG00000027610	65.81461	0.003446432	0.07556778	0.8602642	1
ENSMUSG00000027611	1.417266	-0.001001636	0.07875071	0.820452	1
ENSMUSG00000027612	224.2475	-0.01871321	0.07012629	0.5355274	1
ENSMUSG00000027613	164.3026	-0.007988612	0.07264968	0.7597318	1
ENSMUSG00000027615	172.1971	-0.00390341	0.06666885	0.906779	1
ENSMUSG00000027618	278.9279	0.05333718	0.06989703	0.1054972	1
ENSMUSG00000027620	1871.637	0.01918065	0.06148357	0.5997903	1
ENSMUSG00000027624	2988.168	-0.007631349	0.0699808	0.7993506	1
ENSMUSG00000027628	304.7459	0.03458353	0.06771061	0.3013194	1
ENSMUSG00000027630	814.3532	0.006804427	0.07072329	0.8147975	1
ENSMUSG00000027634	1585.562	-0.03890687	0.07133412	0.1965344	1
ENSMUSG00000027635	23.47763	-0.02089193	0.07737	0.1763473	1
ENSMUSG00000027636	7.034614	-0.002705171	0.07874007	0.5758571	1
ENSMUSG00000027637	176.3458	-0.02247009	0.07228953	0.4129515	1
ENSMUSG00000027639	104.6563	0.026974	0.0750378	0.2367269	1
ENSMUSG00000027641	22.70308	0.0008383473	0.07643717	0.9602844	1
ENSMUSG00000027642	869.0847	-0.03106679	0.06826034	0.3434252	1
ENSMUSG00000027643	0.3412558	0.0003622397	0.08222748	0.8203977	1
ENSMUSG00000027646	519.491	-0.05266081	0.07150151	0.09256545	1
ENSMUSG00000027649	151.1965	-0.01219543	0.07441287	0.593193	1
ENSMUSG00000027650	150.0721	-0.003868411	0.07289252	0.8798958	1
ENSMUSG00000027651	342.3255	0.08046339	0.06748727	0.02871483	1
ENSMUSG00000027652	1578.759	0.05770633	0.0595469	0.1297497	1
ENSMUSG00000027654	16.79324	0.01795511	0.07821664	0.1201429	1
ENSMUSG00000027655	162.719	0.05740455	0.07026795	0.08188117	1
ENSMUSG00000027656	0.2152825	0.0009078946	0.08385218	0.5697734	1
ENSMUSG00000027660	1020.444	0.04412852	0.0728367	0.1244931	1
ENSMUSG00000027661	11.50542	0.001062088	0.07780101	0.9230193	1
ENSMUSG00000027663	596.3924	0.03177032	0.07640779	0.1182897	1
ENSMUSG00000027665	746.5421	0.03383671	0.06453493	0.3414403	1
ENSMUSG00000027667	283.0742	-0.02759328	0.06758559	0.4059308	1
ENSMUSG00000027668	374.5934	-0.01952147	0.07097874	0.5031657	1
ENSMUSG00000027669	715.2193	0.003368813	0.06842213	0.9154186	1
ENSMUSG00000027670	0.1163786	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000027671	92.75975	0.01730438	0.07225972	0.5241531	1
ENSMUSG00000027673	557.9045	0.002531325	0.07226052	0.9244197	1
ENSMUSG00000027674	1195.721	0.002961183	0.07010986	0.920845	1
ENSMUSG00000027676	208.1409	0.007095158	0.06859636	0.8222379	1
ENSMUSG00000027677	1454.731	0.0547372	0.06561879	0.1285952	1
ENSMUSG00000027678	407.4599	0.01253852	0.06894556	0.6889679	1
ENSMUSG00000027679	130.7226	0.02669294	0.07186999	0.3469473	1
ENSMUSG00000027680	545.9057	0.002635102	0.06713718	0.9362197	1
ENSMUSG00000027684	27.67132	-0.009324786	0.07630414	0.5964236	1
ENSMUSG00000027690	1.393794	-0.004794323	0.08241441	0.1303136	1
ENSMUSG00000027692	2507.835	0.1107834	0.06104535	0.00544807	0.7043155
ENSMUSG00000027694	10.60085	0.001080249	0.07847992	0.8664052	1
ENSMUSG00000027695	97.61297	-0.01012101	0.07582074	0.5969422	1
ENSMUSG00000027698	861.5226	-0.04426632	0.06314386	0.2270197	1
ENSMUSG00000027699	6.255302	0.01508764	0.07860342	0.1029629	1
ENSMUSG00000027702	1.001096	-0.0004414608	0.07924758	0.873979	1
ENSMUSG00000027706	728.7776	-0.05864843	0.07166531	0.06504066	1
ENSMUSG00000027708	475.5054	0.0722938	0.06810242	0.04373024	1
ENSMUSG00000027709	230.7737	0.008042157	0.0760379	0.6614945	1
ENSMUSG00000027710	254.3899	-0.03532546	0.07094142	0.243481	1
ENSMUSG00000027712	164.7021	0.006259088	0.07309539	0.8044127	1
ENSMUSG00000027713	0.7566933	-0.001294303	0.07977975	0.60441	1
ENSMUSG00000027714	194.797	-0.004540214	0.06636777	0.8924504	1
ENSMUSG00000027715	19.41376	-0.001912677	0.07747481	0.8800866	1
ENSMUSG00000027716	118.328	-0.01486992	0.07236378	0.5800123	1
ENSMUSG00000027718	0.4483555	-0.0007657781	0.0799223	0.7339463	1
ENSMUSG00000027722	181.3653	0.02232001	0.07246034	0.4113071	1
ENSMUSG00000027737	429.6584	-0.03071339	0.06698988	0.3639516	1
ENSMUSG00000027739	206.4976	-0.00348037	0.06656973	0.9170373	1
ENSMUSG00000027742	315.4782	0.05957544	0.07083138	0.06843877	1
ENSMUSG00000027744	0.8261137	0.001903595	0.07953261	0.5103378	1
ENSMUSG00000027746	308.78	0.05946324	0.06689586	0.09498602	1
ENSMUSG00000027748	97.99411	-0.01933417	0.0769408	0.2451821	1
ENSMUSG00000027750	31.23748	0.02261177	0.07797576	0.09905464	1
ENSMUSG00000027751	260.5111	0.01402069	0.06978852	0.6448925	1
ENSMUSG00000027752	107.4	-0.0132079	0.07442419	0.5634766	1
ENSMUSG00000027762	0.07489147	0	0.08222491	1	1
ENSMUSG00000027763	1455.65	0.1067975	0.0737918	0.002783959	0.575166
ENSMUSG00000027765	232.1879	0.006948264	0.06982726	0.818019	1
ENSMUSG00000027770	1006.713	0.007379159	0.06503387	0.8309827	1
ENSMUSG00000027774	289.1137	0.02694957	0.07017936	0.3782103	1
ENSMUSG00000027775	155.9143	-0.02955342	0.07194031	0.2998882	1
ENSMUSG00000027776	1.138311	-0.002321334	0.07945009	0.4569967	1
ENSMUSG00000027777	624.9555	0.01353507	0.07415341	0.5641506	1
ENSMUSG00000027778	234.7126	-0.02157236	0.06790864	0.5088896	1
ENSMUSG00000027782	642.752	0.08012651	0.06837795	0.02732293	1
ENSMUSG00000027784	908.6134	-0.02026467	0.07239607	0.4550742	1
ENSMUSG00000027787	219.8892	0.01653415	0.07309954	0.5200655	1
ENSMUSG00000027790	2.043492	0.005497444	0.0815288	0.1217027	1
ENSMUSG00000027792	86.94758	0.03166677	0.07613776	0.131104	1
ENSMUSG00000027793	2.367009	-0.002474511	0.07938013	0.4459946	1
ENSMUSG00000027796	76.65253	-0.01628253	0.07505139	0.4516929	1
ENSMUSG00000027797	5308.37	0.1402318	0.07327711	0.0003472459	0.3286547
ENSMUSG00000027799	5050.169	0.08726822	0.07040941	0.01464335	0.9024552
ENSMUSG00000027800	54.90275	0.01518789	0.07463619	0.5000574	1
ENSMUSG00000027801	0.1432599	-0.0002950159	0.08233561	0.8511243	1
ENSMUSG00000027803	143.2655	-0.01221049	0.06893495	0.6967197	1
ENSMUSG00000027804	462.0663	-0.01051688	0.06919711	0.734424	1
ENSMUSG00000027805	1816.876	0.02190564	0.06406802	0.5364093	1
ENSMUSG00000027806	419.6568	0.04640171	0.06828439	0.1692098	1
ENSMUSG00000027808	301.2167	0.06110805	0.0702846	0.06676032	1
ENSMUSG00000027809	185.812	0.03558519	0.0678098	0.2871867	1
ENSMUSG00000027810	303.3756	0.0430164	0.07272358	0.1346204	1
ENSMUSG00000027811	10.74071	0.003088506	0.07711872	0.8289746	1
ENSMUSG00000027820	218.663	0.02788864	0.07765138	0.08349583	1
ENSMUSG00000027822	276.0599	0.03162224	0.0702596	0.3045716	1
ENSMUSG00000027823	1115.983	0.00992252	0.06066917	0.7869996	1
ENSMUSG00000027824	12.4604	0.01434992	0.07880764	0.08851293	1
ENSMUSG00000027827	1568.752	0.02559801	0.07371157	0.3116578	1
ENSMUSG00000027828	1090.377	0.02265171	0.06587982	0.5092865	1
ENSMUSG00000027829	436.7925	0.04554786	0.06970347	0.1605128	1
ENSMUSG00000027831	1.55094	-0.002383175	0.07875375	0.6106965	1
ENSMUSG00000027832	1.00173	0.0007957437	0.07915794	0.7905571	1
ENSMUSG00000027833	0.6004553	-0.0005481604	0.08092307	0.7670644	1
ENSMUSG00000027834	936.5266	0.00591434	0.07681844	0.7047457	1
ENSMUSG00000027835	248.5454	0.03166705	0.0743861	0.1999575	1
ENSMUSG00000027840	6.534951	0.001850384	0.07867814	0.7114888	1
ENSMUSG00000027843	3.592809	-0.005424181	0.07878091	0.3240836	1
ENSMUSG00000027845	51.91206	0.03947292	0.07735741	0.0456711	1
ENSMUSG00000027848	103.0768	-0.001929035	0.07125385	0.9455476	1
ENSMUSG00000027849	721.846	0.04630109	0.07714922	0.0338407	1
ENSMUSG00000027852	355.0649	0.01871468	0.0715587	0.5085461	1
ENSMUSG00000027854	341.3161	0.005291701	0.07078048	0.8549446	1
ENSMUSG00000027855	0.1727399	0.0006073184	0.08298037	0.6995603	1
ENSMUSG00000027857	0.9344148	0	0.08191966	1	1
ENSMUSG00000027858	1301.409	0.03848497	0.07123768	0.202605	1
ENSMUSG00000027859	6.70634	0.0102003	0.07871468	0.1626222	1
ENSMUSG00000027860	34.21577	-0.01813389	0.07736034	0.2256007	1
ENSMUSG00000027861	22.19528	-0.00838694	0.07751682	0.5154974	1
ENSMUSG00000027863	1.550336	-0.005453081	0.08060449	0.1455292	1
ENSMUSG00000027864	202.4037	-0.0007193996	0.07234002	0.9783748	1
ENSMUSG00000027865	202.6667	0.03580114	0.07422832	0.1606916	1
ENSMUSG00000027867	4.203408	-0.003960629	0.078907	0.3891869	1
ENSMUSG00000027868	3.36185	-0.006534258	0.07852039	0.3542058	1
ENSMUSG00000027870	0.2199919	0	0.08222491	1	1
ENSMUSG00000027875	109.1631	0.001142564	0.07239131	0.9655503	1
ENSMUSG00000027878	295.8947	0.02237285	0.07225635	0.4157345	1
ENSMUSG00000027879	296.4716	-0.01160283	0.06567996	0.7343083	1
ENSMUSG00000027881	375.3111	0.0008683075	0.06883462	0.9778511	1
ENSMUSG00000027882	189.2514	0.01812345	0.06925918	0.5609863	1
ENSMUSG00000027883	97.23134	0.02575904	0.07455735	0.2765408	1
ENSMUSG00000027884	194.0228	0.02274347	0.0693514	0.4671383	1
ENSMUSG00000027886	7.178764	0.004007409	0.07830164	0.6175082	1
ENSMUSG00000027887	4.872194	0.009770421	0.07869572	0.1764499	1
ENSMUSG00000027889	368.3614	-0.08548203	0.07277646	0.01172298	0.8770356
ENSMUSG00000027890	32.80351	-0.02345272	0.07715388	0.1595759	1
ENSMUSG00000027893	1892.38	-0.01647393	0.0721721	0.545647	1
ENSMUSG00000027894	1954.412	-0.0018644	0.06712775	0.9548568	1
ENSMUSG00000027895	78.0479	-0.01982651	0.07814626	0.1081208	1
ENSMUSG00000027896	24.57014	0.003365254	0.07674779	0.8309908	1
ENSMUSG00000027900	148.3935	0.04856631	0.07344588	0.08767612	1
ENSMUSG00000027901	4.564468	0.001399658	0.07873221	0.760163	1
ENSMUSG00000027905	125.7238	-0.03424006	0.07432882	0.1731952	1
ENSMUSG00000027907	3.008614	0.002003692	0.07876504	0.6581939	1
ENSMUSG00000027908	0.07489147	0	0.08222491	1	1
ENSMUSG00000027913	0.7322488	0.003333282	0.08178003	0.2195818	1
ENSMUSG00000027931	15.34343	-0.01130923	0.0779489	0.3134823	1
ENSMUSG00000027932	20.01851	-0.005189377	0.07783924	0.636696	1
ENSMUSG00000027933	408.8464	-0.0255794	0.06635129	0.4530394	1
ENSMUSG00000027935	13.54166	-0.0004390674	0.07776237	0.9687156	1
ENSMUSG00000027936	78.49333	-0.0052833	0.07235358	0.8423482	1
ENSMUSG00000027937	128.06	-0.01159105	0.07063967	0.6921953	1
ENSMUSG00000027938	1.11733	0.002281491	0.07906723	0.5287864	1
ENSMUSG00000027939	3.289684	0.004445334	0.07849997	0.5075043	1
ENSMUSG00000027940	618.3202	-0.07473326	0.06840353	0.03718842	1
ENSMUSG00000027942	414.076	0.003766949	0.06516778	0.9129392	1
ENSMUSG00000027944	164.4861	-0.0297218	0.07197797	0.2964756	1
ENSMUSG00000027947	30.52874	-0.009970593	0.07731869	0.4743176	1
ENSMUSG00000027950	431.7589	-0.01598013	0.06788945	0.6227195	1
ENSMUSG00000027951	1422.178	-0.007629812	0.06284081	0.8313395	1
ENSMUSG00000027952	121.4557	-0.04073333	0.07390248	0.1273771	1
ENSMUSG00000027953	124.4476	-0.005927799	0.07440871	0.7928273	1
ENSMUSG00000027954	15.51825	-0.006183953	0.07716942	0.6639857	1
ENSMUSG00000027955	43.27828	0.02006784	0.07773344	0.1506482	1
ENSMUSG00000027956	45.34436	-0.01242956	0.07606583	0.5037085	1
ENSMUSG00000027957	223.7601	0.03919478	0.07099885	0.1995127	1
ENSMUSG00000027959	43.26933	0.0482296	0.07670572	0.03664166	1
ENSMUSG00000027961	3.014223	0.0009994838	0.07895016	0.7775437	1
ENSMUSG00000027962	180.2778	-0.01592853	0.07173891	0.5680641	1
ENSMUSG00000027963	554.5963	-0.01173502	0.0667319	0.7252085	1
ENSMUSG00000027965	429.1279	0.03099272	0.07326098	0.244348	1
ENSMUSG00000027966	162.459	-0.01236355	0.07621488	0.4952502	1
ENSMUSG00000027967	0.08704619	0	0.08222491	1	1
ENSMUSG00000027968	101.5725	-0.01318893	0.07519052	0.5309751	1
ENSMUSG00000027971	149.4392	-0.001783838	0.07727704	0.8955172	1
ENSMUSG00000027977	191.8693	-0.00795547	0.07584521	0.674483	1
ENSMUSG00000027978	14.24685	0.003890124	0.07841677	0.5887327	1
ENSMUSG00000027981	472.4972	0.02232353	0.07266603	0.4054848	1
ENSMUSG00000027983	108.213	-0.03667075	0.07282359	0.1887732	1
ENSMUSG00000027984	124.5644	-0.001543101	0.07164654	0.9555035	1
ENSMUSG00000027985	21.34048	0.01272465	0.07827398	0.1990962	1
ENSMUSG00000027993	2662.631	0.04086714	0.05876549	0.2788233	1
ENSMUSG00000027994	11.47836	0.01328722	0.07767414	0.3012066	1
ENSMUSG00000027995	12.28513	-0.01149079	0.07795613	0.3056433	1
ENSMUSG00000027996	6.623006	-0.001999214	0.07831164	0.7970339	1
ENSMUSG00000027997	14.48939	-0.01540781	0.07770261	0.2398781	1
ENSMUSG00000027998	280.1497	0.02189191	0.0715024	0.4435717	1
ENSMUSG00000027999	112.1186	-0.00407086	0.07169073	0.8827831	1
ENSMUSG00000028001	0.7002294	0	0.08222491	1	1
ENSMUSG00000028003	1.839141	0.0004688035	0.0788662	0.9009148	1
ENSMUSG00000028004	161.8828	-0.03041523	0.07662497	0.1195255	1
ENSMUSG00000028005	1460.371	0.00237332	0.07337559	0.9233806	1
ENSMUSG00000028007	167.0334	0.01915776	0.07455451	0.4053043	1
ENSMUSG00000028009	0.05444717	0	0.08222491	1	1
ENSMUSG00000028010	22.74908	-0.003202317	0.07734956	0.8097204	1
ENSMUSG00000028011	2.983886	0.00548262	0.07874549	0.3320494	1
ENSMUSG00000028012	8.77949	-0.004651883	0.07825452	0.5807366	1
ENSMUSG00000028013	180.4429	-0.04044388	0.06961513	0.2081916	1
ENSMUSG00000028015	235.3379	0.004956777	0.06474483	0.8865394	1
ENSMUSG00000028016	81.0498	-0.003998787	0.07539941	0.8419713	1
ENSMUSG00000028017	23.6238	-0.001394713	0.07710465	0.9223957	1
ENSMUSG00000028018	78.67995	0.02268146	0.07415385	0.3481777	1
ENSMUSG00000028019	45.82743	-0.0162138	0.07664058	0.3453322	1
ENSMUSG00000028020	1204.644	0.03495333	0.06780429	0.2953705	1
ENSMUSG00000028023	0.8288687	0	0.0820088	1	1
ENSMUSG00000028024	20.77486	-0.008363988	0.07752683	0.5150687	1
ENSMUSG00000028028	27.23334	0.008958955	0.07755412	0.4835393	1
ENSMUSG00000028029	220.2653	-0.003584295	0.06761343	0.9122024	1
ENSMUSG00000028030	562.4597	0.08080564	0.0659438	0.03104903	1
ENSMUSG00000028031	2.107213	-0.0008649659	0.07864289	0.8658498	1
ENSMUSG00000028032	562.4618	0.005233043	0.06399491	0.8818034	1
